198.203.221.241 - - [11/Oct/2020:06:49:10 -0500] "GET /~salmutairi/a7/ HTTP/1.1" 404 539 "-" "Mozilla/4.0 (compatible;)"
10.12.3.33 - - [12/Oct/2020:12:26:48 -0500] "GET /~ganderson01/a7 HTTP/1.1" 301 586 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
10.12.3.33 - - [12/Oct/2020:12:32:56 -0500] "GET /~mgagne HTTP/1.1" 301 573 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
10.12.3.33 - - [12/Oct/2020:12:39:48 -0500] "GET /~sjacobs HTTP/1.1" 301 575 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
128.30.52.70 - - [12/Oct/2020:12:44:03 -0500] "GET /~kmcalpine/ HTTP/1.1" 200 1947 "-" "W3C_Validator/1.3 http://validator.w3.org/services"
10.12.3.33 - - [12/Oct/2020:12:47:34 -0500] "GET /~cpuls/ HTTP/1.1" 200 1136 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
128.30.52.96 - - [12/Oct/2020:12:52:24 -0500] "GET /~jonishaw/ HTTP/1.1" 200 2140 "-" "W3C_Validator/1.3 http://validator.w3.org/services"
202.46.52.69 - - [12/Oct/2020:13:11:51 -0500] "GET /~nmschulte/autocheck/1HGCB7285PA801354.pdf HTTP/1.1" 403 499 "-" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
137.48.187.123 - - [12/Oct/2020:13:25:00 -0500] "GET /~mjones/ HTTP/1.1" 200 980 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
128.30.52.73 - - [12/Oct/2020:13:30:53 -0500] "GET /~jgschultz/a8/pagethree.html HTTP/1.1" 200 1240 "-" "W3C_Validator/1.3 http://validator.w3.org/services"
128.30.52.96 - - [12/Oct/2020:13:40:45 -0500] "GET /~gsilva/a8/index.html HTTP/1.1" 200 1992 "-" "W3C_Validator/1.3 http://validator.w3.org/services"
137.48.177.199 - - [12/Oct/2020:13:45:51 -0500] "GET /~mjones/public_html/a7 HTTP/1.1" 404 517 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
137.48.177.158 - - [12/Oct/2020:13:53:51 -0500] "GET /~criganti/a7/index.html HTTP/1.1" 200 1485 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
137.48.177.209 - - [12/Oct/2020:14:01:36 -0500] "GET /~ambermakovicka/a8/index.html HTTP/1.1" 304 212 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0"
137.48.187.123 - - [12/Oct/2020:14:06:39 -0500] "GET /~jpfeifer/1444676799+2755.cgi HTTP/1.1" 200 194 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
207.46.13.105 - - [12/Oct/2020:14:19:03 -0500] "GET /robots.txt HTTP/1.1" 200 384 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
137.48.187.123 - - [12/Oct/2020:14:23:48 -0500] "GET /~osaha/1444677828+9390.cgi HTTP/1.1" 200 190 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.187.123 - - [12/Oct/2020:14:26:17 -0500] "GET /~osaha/ HTTP/1.1" 200 438 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.187.123 - - [12/Oct/2020:14:30:45 -0500] "GET /~osaha/1444678245+17378.cgi HTTP/1.1" 200 190 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.177.188 - - [12/Oct/2020:14:35:25 -0500] "GET /~tschuele/a8/pagethree.html HTTP/1.1" 304 211 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
137.48.177.188 - - [12/Oct/2020:14:36:52 -0500] "GET /~tschuele/a8/pagethree.html HTTP/1.1" 304 211 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
68.98.207.36 - - [12/Oct/2020:14:43:05 -0500] "GET /~jtrimm/project/4x4.html HTTP/1.1" 200 4559 "https://www.google.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13A452 Safari/601.1"
10.12.0.111 - - [12/Oct/2020:14:45:15 -0500] "GET /~avwood/project/ HTTP/1.1" 200 1796 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
10.12.0.111 - - [12/Oct/2020:14:45:28 -0500] "GET /~avwood/project/ HTTP/1.1" 200 1796 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
137.48.187.123 - - [12/Oct/2020:15:09:21 -0500] "GET /~mlucks/1444680561+16494.php HTTP/1.1" 200 509 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.187.123 - - [12/Oct/2020:15:18:54 -0500] "GET /~mlucks/1444681134+5639.php HTTP/1.1" 200 507 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
10.8.31.49 - - [12/Oct/2020:15:32:35 -0500] "GET /~jpfeifer/a8/pagethree.html HTTP/1.1" 416 681 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
137.48.187.123 - - [12/Oct/2020:15:38:07 -0500] "GET /~jpfeifer/ HTTP/1.1" 200 901 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
188.223.249.229 - - [12/Oct/2020:15:52:41 -0500] "GET /~jtrimm/project/images/Rr.png HTTP/1.1" 200 14729 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
137.48.185.203 - - [12/Oct/2020:15:56:42 -0500] "GET /~eprice/a8/pagetwo.html HTTP/1.1" 404 515 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
128.30.52.71 - - [12/Oct/2020:16:19:54 -0500] "GET /~slintner/a6/ HTTP/1.1" 200 1695 "-" "Validator.nu/LV http://validator.w3.org/services"
98.23.163.218 - - [12/Oct/2020:16:37:32 -0500] "GET /~slintner/a6/ HTTP/1.1" 200 1699 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
137.48.187.123 - - [12/Oct/2020:17:13:54 -0500] "GET /~devashishneupane/1444688034+24297.php HTTP/1.1" 200 539 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
128.30.52.103 - - [12/Oct/2020:17:34:07 -0500] "GET /~kgomes/a8/index.html HTTP/1.1" 200 4036 "-" "Jigsaw/2.3.0 W3C_CSS_Validator_JFouffa/2.0 (See <http://validator.w3.org/services>)"
128.30.52.96 - - [12/Oct/2020:17:47:53 -0500] "GET /~kgomes/a8/index.html HTTP/1.1" 200 1819 "-" "Validator.nu/LV http://validator.w3.org/services"
157.55.39.78 - - [12/Oct/2020:17:54:44 -0500] "GET /~jtrimm/project/3x3.html HTTP/1.1" 200 5571 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0;  http://www.bing.com/bingbot.htm)"
137.48.187.123 - - [12/Oct/2020:18:04:09 -0500] "GET /~kgomes/ HTTP/1.1" 200 994 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.187.123 - - [12/Oct/2020:18:17:45 -0500] "GET /~kgomes/1444691865+2220.php HTTP/1.1" 200 565 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.187.123 - - [12/Oct/2020:18:37:54 -0500] "GET /~kgomes/ HTTP/1.1" 200 994 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.187.123 - - [12/Oct/2020:18:48:02 -0500] "GET /~kgomes/ HTTP/1.1" 200 994 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
64.134.167.58 - - [12/Oct/2020:19:01:31 -0500] "GET /~pcavanaugh/CSCI1620Lectures/Lecture12ArrayList.mp4 HTTP/1.1" 200 41085523 "-" "curl/7.43.0"
72.213.61.117 - - [12/Oct/2020:19:27:08 -0500] "GET /~nargesst/a6/index.html HTTP/1.1" 404 515 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko"
72.213.61.117 - - [12/Oct/2020:19:54:47 -0500] "GET /~ericalopez/a6/index.html HTTP/1.1" 304 212 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko"
137.48.187.123 - - [12/Oct/2020:20:14:06 -0500] "GET /~mbahle/1444698846+2579.php HTTP/1.1" 200 507 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
24.252.34.223 - - [12/Oct/2020:20:22:46 -0500] "GET /~awehr/a8/index.html HTTP/1.1" 200 3331 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
137.48.187.123 - - [12/Oct/2020:20:38:26 -0500] "GET /~mbahle/1444700306+2508.cgi HTTP/1.1" 200 192 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
